topic,stem,example_word,cooc_n,doc_freq
supervision,unwit,unwittingly,4,29
supervision,unwound,unwound,4,208
supervision,upto,upto,4,94
supervision,vat,vat,4,184
supervision,vector,vector,4,90
supervision,verma,verma,4,19
supervision,vers,versed,4,31
supervision,versatil,versatile,4,58
supervision,vine,vines,4,14
supervision,virus,virus,4,279
supervision,vliegh,vlieghe,4,88
supervision,volunt,volunteer,4,59
supervision,warehous,warehouse,4,135
supervision,welldesign,welldesigned,4,14
supervision,weo,weo,4,161
supervision,westermann,westermann,4,13
supervision,whatsoev,whatsoever,4,87
supervision,wild,wildly,4,117
supervision,willem,willem,4,210
supervision,wonder,wonderful,4,394
supervision,worrisom,worrisome,4,185
supervision,wpi,wpi,4,124
supervision,wrongdo,wrongdoing,4,21
supervision,youth,youth,4,328
supervision,zabotkin,zabotkin,4,20
supervision,absurd,absurd,3,59
supervision,accret,accretions,3,80
supervision,accustom,accustomed,3,201
supervision,ach,ach,3,63
supervision,acharya,acharya,3,83
supervision,addresse,addressee,3,17
supervision,adjud,adjudicate,3,41
supervision,adjunct,adjunct,3,37
supervision,ado,ado,3,27
supervision,aforesaid,aforesaid,3,20
supervision,afraid,afraid,3,217
supervision,agnost,agnostic,3,52
supervision,alarm,alarming,3,226
supervision,alaska,alaska,3,13
supervision,albert,albert,3,58
supervision,alexandr,alexandre,3,40
supervision,alexey,alexey,3,22
supervision,amplitud,amplitude,3,114
supervision,angelini,angelini,3,13
supervision,angeloni,angeloni,3,47
supervision,ankara,ankara,3,118
supervision,annualis,annualised,3,325
supervision,apart,apartments,3,114
supervision,arab,arab,3,60
supervision,arc,arc,3,56
supervision,arrow,arrow,3,85
supervision,asx,asx,3,28
supervision,atom,atomization,3,43
supervision,attende,attendees,3,89
supervision,attun,attuned,3,81
supervision,auster,austerity,3,174
supervision,authorit,authoritative,3,48
supervision,auto,auto,3,352
supervision,autoregress,autoregressive,3,69
supervision,auxiliari,auxiliary,3,30
supervision,backup,backup,3,150
supervision,bake,baked,3,38
supervision,bang,bang,3,105
supervision,bankhaus,bankhaus,3,11
supervision,bankrupt,bankrupt,3,127
supervision,baranova,baranova,3,15
supervision,barnier,barnier,3,14
supervision,barri,barry,3,98
supervision,batteri,battery,3,48
supervision,bcp,bcp,3,20
supervision,belat,belatedly,3,59
supervision,belgian,belgian,3,53
supervision,beneath,beneath,3,108
supervision,berger,berger,3,69
supervision,bern,berne,3,184
supervision,bewild,bewildering,3,32
supervision,bianchi,bianchi,3,51
supervision,bitter,bitter,3,108
supervision,blank,blank,3,39
supervision,blower,blower,3,16
supervision,bls,bls,3,92
supervision,bob,bob,3,83
supervision,bonn,bonn,3,32
supervision,bottl,bottle,3,63
supervision,bowl,bowl,3,68
supervision,bracket,bracket,3,147
supervision,brain,brain,3,77
supervision,bread,bread,3,65
supervision,breakthrough,breakthrough,3,192
supervision,brisban,brisbane,3,77
supervision,britain,britain,3,326
supervision,bucket,buckets,3,87
supervision,bud,bud,3,67
supervision,bug,bug,3,45
supervision,bulgarian,bulgarian,3,11
supervision,buoyant,buoyant,3,408
supervision,bureaus,bureaus,3,65
supervision,burgeon,burgeoning,3,138
supervision,butter,butter,3,31
supervision,byproduct,byproduct,3,61
supervision,cafral,cafral,3,29
supervision,calam,calamity,3,72
supervision,calculus,calculus,3,67
supervision,calif,calif,3,49
supervision,calmer,calmer,3,57
supervision,camera,cameras,3,31
supervision,campbel,campbell,3,97
supervision,cardin,cardinal,3,30
supervision,cea,cea,3,15
supervision,cecchetti,cecchetti,3,128
supervision,cerutti,cerutti,3,48
supervision,chamber,chamber,3,604
supervision,child,child,3,215
supervision,children,children,3,462
supervision,circumvent,circumvention,3,28
supervision,citizenship,citizenship,3,28
supervision,clamour,clamour,3,21
supervision,clare,clare,3,98
supervision,clark,clark,3,98
supervision,claw,claw,3,41
supervision,clock,clock,3,178
supervision,cluster,clusters,3,247
supervision,coast,coast,3,128
supervision,codif,codification,3,16
supervision,cognit,cognitive,3,96
supervision,colin,colin,3,25
supervision,collin,collins,3,60
supervision,colour,colour,3,188
supervision,commonplac,commonplace,3,87
supervision,communiqu,communiques,3,129
supervision,comprehend,comprehend,3,130
supervision,computer,computerization,3,63
supervision,computeris,computerisation,3,77
supervision,confluenc,confluence,3,106
supervision,conscienti,conscientiously,3,31
supervision,consecut,consecutive,3,630
supervision,consensu,consensual,3,41
supervision,conservat,conservatism,3,58
supervision,conson,consonant,3,68
supervision,constel,constellation,3,164
supervision,constru,construed,3,57
supervision,contamin,contaminated,3,101
supervision,contractionari,contractionary,3,265
supervision,corollari,corollary,3,164
supervision,corsetti,corsetti,3,22
supervision,countdown,countdown,3,19
supervision,countermeasur,countermeasures,3,70
supervision,crest,crest,3,40
supervision,cri,cri,3,84
supervision,crmpg,crmpg,3,12
supervision,crux,crux,3,42
supervision,cursori,cursory,3,22
supervision,customari,customary,3,80
supervision,customis,customised,3,75
supervision,cyberattack,cyberattacks,3,53
supervision,damp,damp,3,236
supervision,dan,dans,3,103
supervision,dare,dare,3,129
supervision,dawn,dawn,3,113
supervision,decarbonis,decarbonisation,3,39
supervision,decompos,decompose,3,183
supervision,decre,decree,3,82
supervision,defeat,defeated,3,173
supervision,demis,demise,3,180
supervision,densiti,density,3,186
supervision,des,des,3,192
supervision,desert,deserts,3,49
supervision,detract,detracting,3,105
supervision,diari,diaries,3,50
supervision,dice,diced,3,47
supervision,digitis,digitisation,3,84
supervision,diner,diner,3,11
supervision,disapprov,disapproval,3,27
supervision,disastr,disastrous,3,157
supervision,discriminatori,discriminatory,3,110
supervision,disequilibria,disequilibria,3,51
supervision,disintermedi,disintermediation,3,132
supervision,dispassion,dispassionately,3,36
supervision,dissatisfact,dissatisfaction,3,71
supervision,dissimilar,dissimilar,3,92
supervision,dissolv,dissolved,3,47
supervision,divest,divest,3,107
supervision,divestitur,divestiture,3,25
supervision,doc,doc,3,25
supervision,dog,dog,3,117
supervision,dollaris,dollarisation,3,42
supervision,dornbusch,dornbusch,3,50
supervision,dose,dose,3,144
supervision,downplay,downplay,3,99
supervision,drone,drones,3,16
supervision,drove,drove,3,236
supervision,dualiti,duality,3,29
supervision,duke,duke,3,89
supervision,duncan,duncan,3,12
supervision,eclect,eclectic,3,78
supervision,econ,econ,3,79
supervision,econd,econd,3,23
supervision,economis,economising,3,70
supervision,edey,edey,3,25
supervision,edi,edis,3,45
supervision,edp,edp,3,11
supervision,eggertsson,eggertsson,3,104
supervision,elector,electoral,3,148
supervision,elementari,elementary,3,94
supervision,elli,ellis,3,95
supervision,email,email,3,87
supervision,empower,empowerment,3,164
supervision,encapsul,encapsulates,3,95
supervision,encumbr,encumbrance,3,34
supervision,engen,engen,3,29
supervision,enjoin,enjoined,3,47
supervision,enlighten,enlightened,3,151
supervision,entrepreneuri,entrepreneurial,3,285
supervision,envelop,envelope,3,107
supervision,epitom,epitomize,3,44
supervision,erstwhil,erstwhile,3,47
supervision,esoter,esoteric,3,41
supervision,espana,espana,3,92
supervision,eur,eur,3,310
supervision,evapor,evaporates,3,154
supervision,evergreen,evergreening,3,39
supervision,exhort,exhorted,3,52
supervision,exig,exigencies,3,62
supervision,expir,expire,3,261
supervision,explos,explosion,3,284
supervision,exposit,exposition,3,121
supervision,extremi,extremis,3,39
supervision,eyebrow,eyebrows,3,12
supervision,factori,factories,3,294
supervision,farewel,farewell,3,41
supervision,favourit,favourite,3,71
supervision,fdi,fdi,3,306
supervision,feb,feb,3,191
supervision,fedai,fedai,3,27
supervision,femal,female,3,215
supervision,fernald,fernald,3,41
supervision,fictiti,fictitious,3,21
supervision,fierc,fiercely,3,187
supervision,fifti,fifty,3,353
supervision,fish,fish,3,124
supervision,flatten,flattened,3,379
supervision,fli,fly,3,134
supervision,florenc,florence,3,46
supervision,fool,fool,3,74
supervision,foreclos,foreclosed,3,90
supervision,forgiv,forgiveness,3,83
supervision,forthright,forthright,3,18
supervision,franchis,franchise,3,110
supervision,friday,friday,3,225
supervision,fslrc,fslrc,3,17
supervision,ftc,ftc,3,17
supervision,fuhrer,fuhrer,3,47
supervision,galvanis,galvanise,3,22
supervision,gandhi,gandhi,3,112
supervision,gasolin,gasoline,3,271
supervision,gate,gates,3,114
supervision,gateway,gateways,3,130
supervision,geo,geo,3,80
supervision,gerardi,gerardi,3,15
supervision,gfsr,gfsr,3,14
supervision,giavazzi,giavazzi,3,50
supervision,gibson,gibson,3,22
supervision,giev,gieve,3,36
supervision,gift,gift,3,138
supervision,glare,glaring,3,50
supervision,gloss,glossing,3,36
supervision,goi,goi,3,52
supervision,goldman,goldman,3,131
supervision,grain,grain,3,230
supervision,graphic,graphical,3,114
supervision,gratifi,gratifying,3,104
supervision,greenhous,greenhouse,3,98
supervision,grossli,grossly,3,47
supervision,gugerel,gugerell,3,160
supervision,habitat,habitat,3,68
supervision,hagen,hagen,3,24
supervision,handicap,handicapped,3,93
supervision,hang,hang,3,146
supervision,hanson,hanson,3,81
supervision,hardest,hardest,3,189
supervision,haruhiko,haruhiko,3,183
supervision,hassl,hassle,3,53
supervision,hawk,hawks,3,53
supervision,headach,headache,3,18
supervision,heider,heider,3,53
supervision,helsinki,helsinki,3,66
supervision,herstatt,herstatt,3,33
supervision,highqual,highquality,3,49
supervision,hildebrand,hildebrand,3,107
supervision,hird,hird,3,16
supervision,honesti,honesty,3,60
supervision,hotel,hotel,3,262
supervision,hotter,hotter,3,18
supervision,hover,hover,3,349
supervision,huang,huang,3,37
supervision,hurri,hurried,3,45
supervision,ia,ias,3,45
supervision,icbc,icbc,3,17
supervision,ice,ice,3,120
supervision,iceberg,iceberg,3,34
supervision,illegitim,illegitimate,3,14
supervision,illicit,illicit,3,73
supervision,immigr,immigration,3,319
supervision,impercept,imperceptible,3,12
supervision,in,ins,3,55
supervision,incomprehens,incomprehension,3,21
supervision,inconclus,inconclusive,3,63
supervision,inflict,inflict,3,209
supervision,inhous,inhouse,3,15
supervision,insignific,insignificant,3,189
supervision,instantan,instantaneously,3,199
supervision,instig,instigate,3,27
supervision,instinct,instinct,3,96
supervision,intel,intel,3,11
supervision,interf,interfering,3,81
supervision,intric,intricate,3,78
supervision,intricaci,intricacies,3,41
supervision,ipso,ipsos,3,25
supervision,ir,irs,3,56
supervision,irf,irf,3,32
supervision,irrevoc,irrevocable,3,172
supervision,isda,isda,3,61
supervision,island,islands,3,320
supervision,israel,israel,3,142
supervision,iss,issing,3,212
supervision,ivori,ivory,3,31
supervision,jaim,jaime,3,70
supervision,jone,jones,3,193
supervision,katharin,katharine,3,10
supervision,keith,keith,3,17
supervision,keyword,keyword,3,50
supervision,kishori,kishori,3,10
supervision,knockout,knockouts,3,20
supervision,kuroda,kuroda,3,205
supervision,legitimis,legitimised,3,42
supervision,lenient,lenient,3,36
supervision,liechtenstein,liechtenstein,3,28
supervision,lighten,lightens,3,40
supervision,limitless,limitless,3,40
supervision,lion,lion,3,29
supervision,lithuania,lithuania,3,86
supervision,litmus,litmus,3,28
supervision,lloyd,lloyd,3,75
supervision,loanto,loanto,3,16
supervision,lookout,lookout,3,30
supervision,loom,loom,3,249
supervision,luck,luck,3,247
supervision,macropolici,macropolicies,3,10
supervision,mail,mail,3,128
supervision,mainstay,mainstay,3,90
supervision,malaysia,malaysia,3,308
supervision,malcolm,malcolm,3,41
supervision,male,male,3,136
supervision,manila,manila,3,14
supervision,marvin,marvin,3,42
supervision,matric,matric,3,13
supervision,mauricio,mauricio,3,16
supervision,mbs,mbs,3,122
supervision,mcdonough,mcdonough,3,38
supervision,mcmahon,mcmahon,3,13
supervision,mediterranean,mediterranean,3,82
supervision,mediums,mediumsized,3,48
supervision,mend,mendes,3,82
supervision,mendoza,mendoza,3,29
supervision,merci,mercy,3,84
supervision,mesh,mesh,3,32
supervision,microdata,microdata,3,43
supervision,mifid,mifid,3,46
supervision,misjudg,misjudgment,3,104
supervision,misl,misled,3,52
supervision,mispercept,misperceptions,3,115
supervision,missel,misselling,3,18
supervision,modelbas,modelbased,3,14
supervision,monopolist,monopolistic,3,75
supervision,monsoon,monsoon,3,108
supervision,mood,mood,3,185
supervision,moot,mooted,3,82
supervision,mortem,mortem,3,16
supervision,mother,mother,3,158
supervision,motif,motif,3,26
supervision,mould,mould,3,36
supervision,mss,mss,3,49
supervision,mull,mulling,3,13
supervision,multidimension,multidimensional,3,68
supervision,nascent,nascent,3,204
supervision,nationalis,nationalisation,3,158
supervision,nearterm,nearterm,3,44
supervision,nervous,nervous,3,199
supervision,neumann,neumann,3,18
supervision,neutralis,neutralise,3,87
supervision,nevada,nevada,3,23
supervision,newslett,newsletter,3,41
supervision,nick,nick,3,127
supervision,nikolov,nikolov,3,45
supervision,nof,nof,3,12
supervision,nout,nout,3,11
supervision,npc,npc,3,14
supervision,npp,npp,3,21
supervision,objection,objectionable,3,12
supervision,obsess,obsession,3,77
supervision,obstfeld,obstfeld,3,104
supervision,ocean,oceanic,3,103
supervision,oct,oct,3,223
supervision,oesterreichisch,oesterreichische,3,81
supervision,offend,offenders,3,27
supervision,oft,oft,3,79
supervision,olga,olga,3,13
supervision,operandi,operandi,3,44
supervision,opin,opine,3,44
supervision,orbit,orbit,3,21
supervision,ostens,ostensibly,3,54
supervision,outer,outer,3,42
supervision,outfit,outfits,3,16
supervision,outstrip,outstrips,3,197
supervision,overborrow,overborrowing,3,27
supervision,overdon,overdone,3,50
supervision,overemphasis,overemphasised,3,36
supervision,overth,overthe,3,17
supervision,pale,pales,3,58
supervision,panellist,panellists,3,61
supervision,parlanc,parlance,3,68
supervision,passthrough,passthrough,3,87
supervision,patch,patch,3,92
supervision,patienc,patience,3,191
supervision,paustian,paustian,3,44
supervision,payday,payday,3,25
supervision,pdcf,pdcf,3,17
supervision,peac,peace,3,407
supervision,pecuniari,pecuniary,3,41
supervision,peg,peg,3,537
supervision,penalis,penalise,3,142
supervision,percol,percolate,3,65
supervision,peter,peter,3,586
supervision,pie,pie,3,70
supervision,pin,pin,3,218
supervision,pittsburgh,pittsburgh,3,107
supervision,plethora,plethora,3,90
supervision,poll,polls,3,132
supervision,ponder,pondering,3,99
supervision,ponzi,ponzi,3,28
supervision,portabl,portability,3,76
supervision,pos,pos,3,66
supervision,potenc,potency,3,52
supervision,potent,potent,3,142
supervision,precrisi,precrisis,3,76
supervision,precursor,precursors,3,103
supervision,predefin,predefined,3,38
supervision,prejudg,prejudgment,3,49
supervision,preliminarili,preliminarily,3,16
supervision,preoccup,preoccupation,3,74
supervision,prepay,prepayment,3,144
supervision,presuppos,presupposes,3,112
supervision,primaci,primacy,3,145
supervision,princeton,princeton,3,509
supervision,propel,propel,3,186
supervision,prophet,prophet,3,47
supervision,psychologist,psychologists,3,37
supervision,quiet,quiet,3,173
supervision,rage,rage,3,81
supervision,raiffeisen,raiffeisen,3,20
supervision,railroad,railroad,3,73
supervision,raini,rainy,3,52
supervision,ramp,ramp,3,143
supervision,raphael,raphaels,3,33
supervision,rbc,rbc,3,43
supervision,rcc,rcc,3,11
supervision,reader,reader,3,135
supervision,realtor,realtors,3,20
supervision,receivership,receivership,3,35
supervision,reconsider,reconsideration,3,56
supervision,reemphas,reemphasizing,3,46
supervision,reformul,reformulation,3,30
supervision,reid,reid,3,21
supervision,reinhart,reinhart,3,241
supervision,relentless,relentless,3,120
supervision,relinquish,relinquished,3,42
supervision,reminisc,reminiscent,3,97
supervision,reopen,reopening,3,298
supervision,replenish,replenish,3,135
supervision,reproach,reproached,3,23
supervision,resent,resentment,3,35
supervision,reservoir,reservoirs,3,39
supervision,reshuffl,reshuffle,3,27
supervision,rework,rework,3,32
supervision,ricardo,ricardo,3,124
supervision,ride,ride,3,262
supervision,ridg,ridge,3,17
supervision,rio,rio,3,55
